"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL5"	"CONTROL6"	"CONTROL7"	"CONTROL8"	"CONTROL9"	"GOS5"	"GOS6"	"GOS7"	"GOS8"	"CONTROL"	"GOS"	"TOTAL"
"Otu057"	"Otu057"	358	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Paraprevotella"	0.457682528151108	0.0084717045069468	0.0819806525659944	1.34203844758796	0.0130327121073895	0.363486162742668	0.338469760399038	0.754557015684612	1.16150442477876	0.321034444320589	0.549776733861601	0.427043709179645
"Otu058"	"Otu058"	354	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	0.203414456956048	0	0.934579439252336	0.725426187885383	0.104261696859116	1.15654688145394	0.516611739556426	0	0.636061946902655	0.296510979823877	0.570425625274243	0.423455106581497
"Otu059"	"Otu059"	353	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	1.9397021431166	0.550660792951542	0.0819806525659944	0.108813928182807	0.0781962726443373	0.0165220983064849	0.00890709895786942	0	0	0.77806264630476	0.00774333427974086	0.421062704849398
"Otu060"	"Otu060"	351	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	0.203414456956048	0.406641816333446	0.0819806525659944	0.217627856365615	0.703766453799036	0.479140850888063	0.285027166651821	0.627384484951251	0.608407079646018	0.327722661910601	0.480086725343933	0.398334888394459
"Otu061"	"Otu061"	345	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	0.777333817653469	0.0084717045069468	1.21331365797672	0.544069640914037	0.638602893262088	0	0.534425937472165	0	0.608407079646018	0.581874930331067	0.211651136979583	0.410296897054954
"Otu062"	"Otu062"	340	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonadaceae_unclassified"	2.31747184889212	0	0	0.108813928182807	0.0390981363221686	0.0165220983064849	0.062349692705086	0	0.0829646017699115	0.731245123174674	0.0309733371189634	0.406708294456805
"Otu063"	"Otu063"	339	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelotrichaceae_unclassified"	0.210679258990193	0.0593019315486276	0.73782587309395	0.308306129851288	0.57343933272514	0.0743494423791822	1.10448027077581	0.415430267062315	0.414823008849558	0.316575632593914	0.508478951036316	0.405512093590756
"Otu064"	"Otu064"	339	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Butyricimonas"	0.770069015619324	0	0.934579439252336	0.108813928182807	0.182457969503454	1.07393638992152	0.204863276030997	0	0.0829646017699115	0.407981272990748	0.402653382546525	0.405512093590756
"Otu065"	"Otu065"	327	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Fusicatenibacter"	0.0145296040682891	0.381226702812606	0.623052959501558	0.0906782734856728	0.0130327121073895	0.6030565881867	0.249398770820344	0.652818991097923	1.60398230088496	0.202875933563705	0.609142296672947	0.391157683198163
"Otu066"	"Otu066"	319	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae_1"	"Peptococcus"	0.726480203414457	0.0762453405625212	0.196753566158387	1.4689880304679	1.51179460445719	0	0	0.00847816871555744	0	0.7089510645413	0.00258111142658029	0.381588076269767
"Otu067"	"Otu067"	318	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.101707228478024	0.0677736360555744	0.0163961305131989	1.25136017410229	0.390981363221686	0.0413052457662123	0.596775630177251	1.02585841458245	0.0829646017699115	0.271987515327165	0.505897839609736	0.380391875403718
"Otu068"	"Otu068"	314	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	1.17689792953142	0	0.655845220527955	0.272034820457018	0.130327121073895	0.0991325898389095	0.62349692705086	0	0.0829646017699115	0.506075130977594	0.219394471259324	0.373214670207421
"Otu069"	"Otu069"	280	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Clostridium_XlVb"	0.639302579004722	0.0254151135208404	0.180357435645188	0.308306129851288	0.703766453799036	0.57001239157373	0	0.161085205595591	0.497787610619469	0.385687214357374	0.27359781121751	0.33374004162779
"Otu070"	"Otu070"	272	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Butyricimonas"	0.312386487468217	0.0762453405625212	0.754222003607149	0.562205295611172	1.51179460445719	0.0330441966129698	0.195956177073127	0	0.0276548672566372	0.546204436517668	0.0696900085176677	0.325366635565444
"Otu071"	"Otu071"	270	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.733745005448602	0	0.0983767830791933	0.888647080159594	0.886224423302489	0.247831474597274	0.062349692705086	0.076303518440017	0	0.499386913387582	0.118731125622693	0.322974233833345
"Otu072"	"Otu072"	270	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_unclassified"	"Clostridiales_unclassified"	0.479476934253542	0	0.262338088211182	0.0362713093942691	0.208523393718233	1.23089632383313	0.187049078115258	0	0	0.222940586333742	0.438788942518649	0.322974233833345
"Otu073"	"Otu073"	265	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.217944061024337	0.0254151135208404	0.0655845220527955	0.235763511062749	0.260654242147791	1.22263527467988	0.15142068228378	0.135650699448919	0.359513274336283	0.156058410433619	0.500735616756575	0.315797028637049
"Otu074"	"Otu074"	260	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.00726480203414457	0.304981362250085	0.0163961305131989	0.108813928182807	0.117294408966506	0	0.00890709895786942	1.73802458668928	0	0.118158510756883	0.531708953875539	0.309816024306802
"Otu075"	"Otu075"	259	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia_unclassified"	"Clostridia_unclassified"	"Clostridia_unclassified"	1.16963312749728	0.0338868180277872	0.88539104771274	0.217627856365615	0.104261696859116	0.107393638992152	0	0.0254345061466723	0.0829646017699115	0.532828001337644	0.0490411171050254	0.308619823440752
"Otu076"	"Otu076"	254	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0.261532873229205	0.618434429007116	0.131169044105591	0.417120058034095	0.28671966636257	0.190004130524577	0.276120067693952	0.254345061466723	0.221238938053097	0.361163749860662	0.237462251245386	0.303835019976554
"Otu077"	"Otu077"	231	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"Senegalimassilia"	0.0290592081365783	0.0254151135208404	0.131169044105591	0.108813928182807	0.456144923758634	0.991325898389095	0.356283958314777	0.0254345061466723	0.331858407079646	0.124846728346896	0.45169449965155	0.276322400057418
"Otu078"	"Otu078"	227	"Bacteria"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	"Bacteria_unclassified"	0	0	1.80357435645188	0	0	0.247831474597274	0.676939520798076	0	0.304203539823009	0.245234644967116	0.301990036909893	0.27153759659322
